Geographic Area Name,Zone,"Earnings $1 to $9,999 or loss","Earnings $10,000 to $14,999","Earnings $15,000 to $24,999","Earnings $25,000 to $34,999","Earnings!!$35,000 to $49,999","Earnings $50,000 to $64,999","earnings $65,000 to $74,999","earnings $75,000 or more",Transportation_type
Census Tract 65.01,Astoria,23,13,98,119,86,300,155,509,public_transport
Census Tract 65.02,Astoria,73,0,162,280,215,277,138,560,public_transport
Census Tract 69,Old Astoria,76,0,68,40,72,23,108,648,public_transport
Census Tract 71,Old Astoria,82,35,39,86,190,264,70,573,public_transport
Census Tract 73,Old Astoria,166,73,52,105,106,263,133,848,public_transport
Census Tract 75,Astoria,47,0,19,75,194,63,57,762,public_transport
Census Tract 77,Astoria,41,0,48,28,65,98,64,298,public_transport
Census Tract 79,Old Astoria,32,48,33,90,42,192,60,287,public_transport
Census Tract 81,Old Astoria,7,15,10,11,78,19,70,147,public_transport
Census Tract 83,Old Astoria,63,9,32,129,117,63,67,286,public_transport
Census Tract 85,Queensbridge/Ravenswood,0,0,15,0,55,74,0,61,public_transport
Census Tract 86,Ozone Park,85,24,72,71,100,59,36,124,public_transport
Census Tract 87,Old Astoria,33,8,19,30,97,40,35,38,public_transport
Census Tract 88,Ozone Park,82,14,89,62,70,75,6,198,public_transport
Census Tract 91,Old Astoria,35,0,45,7,64,94,65,227,public_transport
Census Tract 94,South Ozone Park,51,42,69,121,98,74,22,93,public_transport
Census Tract 95,Steinway,5,0,30,59,173,147,103,247,public_transport
Census Tract 96,South Ozone Park,79,41,114,40,73,64,51,102,public_transport
Census Tract 97,Steinway,86,73,83,67,116,183,98,537,public_transport
Census Tract 98,South Ozone Park,52,31,32,79,126,93,28,92,public_transport
Census Tract 100,South Ozone Park,135,0,193,174,170,61,30,145,public_transport
Census Tract 101,Steinway,49,23,8,76,132,154,69,84,public_transport
Census Tract 102,South Ozone Park,88,26,127,276,159,58,56,141,public_transport
Census Tract 103,Steinway,66,11,75,130,231,165,208,364,public_transport
Census Tract 104,South Ozone Park,94,26,122,56,178,59,70,61,public_transport
Census Tract 105,Steinway,69,140,62,144,178,175,28,317,public_transport
Census Tract 106,South Ozone Park,45,103,158,81,138,58,61,147,public_transport
Census Tract 108,Richmond Hill,22,52,153,70,145,99,20,108,public_transport
Census Tract 110,Richmond Hill,94,74,196,124,169,96,9,84,public_transport
Census Tract 111,Steinway,24,7,99,106,138,177,124,395,public_transport
Census Tract 112,Richmond Hill,40,176,99,41,69,15,18,99,public_transport
Census Tract 113,Steinway,49,66,105,124,266,327,102,657,public_transport
Census Tract 114,Richmond Hill,0,0,36,27,26,7,16,34,public_transport
Census Tract 115,Steinway,45,10,40,64,156,15,90,485,public_transport
Census Tract 116,Richmond Hill,40,0,112,75,88,14,0,102,public_transport
Census Tract 117,Steinway,41,29,88,116,155,264,115,573,public_transport
Census Tract 118,Richmond Hill,24,39,90,293,70,81,10,115,public_transport
Census Tract 119,Steinway,43,13,25,78,65,78,33,122,public_transport
Census Tract 120,Richmond Hill,33,0,123,97,73,54,45,32,public_transport
Census Tract 121,Steinway,49,0,38,8,99,163,29,239,public_transport
Census Tract 122,Richmond Hill,100,43,145,87,36,89,15,114,public_transport
Census Tract 123.01,Steinway,11,59,42,15,169,86,87,281,public_transport
Census Tract 124,Richmond Hill,75,107,328,124,185,199,58,108,public_transport
Census Tract 125,Steinway,7,8,76,57,82,107,88,172,public_transport
Census Tract 126.01,Richmond Hill,62,54,184,147,108,91,97,59,public_transport
Census Tract 126.02,Richmond Hill,78,52,39,109,43,162,0,161,public_transport
Census Tract 128,Richmond Hill,63,52,124,24,89,151,30,136,public_transport
Census Tract 130,Richmond Hill,24,2,21,5,154,13,0,69,public_transport
Census Tract 132,Richmond Hill,25,8,66,26,3,101,28,32,public_transport
Census Tract 134,Kew Gardens,56,99,51,166,318,293,44,401,public_transport
Census Tract 135,Steinway,0,0,8,6,50,12,4,67,public_transport
Census Tract 136,Kew Gardens,23,7,80,10,72,42,23,186,public_transport
Census Tract 137,Steinway,13,0,31,44,79,95,42,241,public_transport
Census Tract 138,Kew Gardens,70,46,46,65,173,186,66,262,public_transport
Census Tract 140,Kew Gardens,44,12,20,36,35,128,122,312,public_transport
Census Tract 141,Astoria,34,55,95,31,101,177,37,73,public_transport
Census Tract 142.01,Richmond Hill,125,0,150,106,187,95,101,149,public_transport
Census Tract 142.02,Richmond Hill,80,3,113,54,37,91,12,109,public_transport
Census Tract 143,Astoria,52,23,181,114,147,135,190,497,public_transport
Census Tract 144,Richmond Hill,26,28,31,15,132,55,6,48,public_transport
Census Tract 145,Astoria,110,19,50,252,84,102,81,161,public_transport
Census Tract 147,Astoria,15,64,103,102,124,220,67,193,public_transport
Census Tract 148,Richmond Hill,30,84,92,70,38,5,40,65,public_transport
Census Tract 149,Astoria,6,24,101,117,104,79,39,204,public_transport
Census Tract 150,Richmond Hill,71,23,64,103,39,68,58,89,public_transport
Census Tract 151,Astoria,28,17,201,199,133,219,56,426,public_transport
Census Tract 152,Richmond Hill,23,41,87,180,119,71,0,19,public_transport
Census Tract 153,Astoria,38,17,83,62,76,88,50,283,public_transport
Census Tract 154,Richmond Hill,26,6,123,100,71,70,17,59,public_transport
Census Tract 155,Astoria,34,34,169,119,117,121,55,363,public_transport
Census Tract 156,Richmond Hill,37,55,19,90,121,144,43,246,public_transport
Census Tract 157,Astoria,15,27,38,55,94,103,31,97,public_transport
Census Tract 158.01,South Ozone Park,135,52,41,24,177,124,19,204,public_transport
Census Tract 158.02,South Ozone Park,106,51,140,315,190,83,47,146,public_transport
Census Tract 159,Astoria,77,27,119,62,238,397,94,388,public_transport
Census Tract 161,Astoria,57,43,166,98,108,126,67,253,public_transport
Census Tract 163,Astoria,3,49,155,77,209,66,19,48,public_transport
Census Tract 164,South Ozone Park,99,56,108,102,155,54,33,92,public_transport
Census Tract 166,South Ozone Park,60,94,50,184,90,112,31,74,public_transport
Census Tract 168,South Ozone Park,95,67,52,56,154,183,5,172,public_transport
Census Tract 169,Sunnyside,32,24,148,257,255,268,169,721,public_transport
Census Tract 170,South Ozone Park,61,65,85,143,137,83,28,39,public_transport
Census Tract 171.02,Sunnyside,10,0,0,0,0,0,0,0,public_transport
Census Tract 172,South Ozone Park,20,7,62,34,127,16,24,38,public_transport
Census Tract 174,South Ozone Park,16,6,114,36,28,64,15,24,public_transport
Census Tract 176,South Ozone Park,65,56,142,117,68,26,71,59,public_transport
Census Tract 178,South Ozone Park,17,9,52,124,38,67,0,31,public_transport
Census Tract 179.01,Sunnyside,27,8,7,36,72,26,5,84,public_transport
Census Tract 179.02,Sunnyside,0,0,0,0,0,0,0,6,public_transport
Census Tract 180,South Ozone Park,0,0,57,8,0,0,0,41,public_transport
Census Tract 181.01,Sunnyside,77,42,162,244,207,297,169,347,public_transport
Census Tract 181.02,Sunnyside,46,61,61,149,64,126,166,614,public_transport
Census Tract 182,Baisley Park,75,20,112,86,38,96,21,46,public_transport
Census Tract 183,Sunnyside,44,70,86,169,320,169,245,607,public_transport
Census Tract 184.01,Baisley Park,42,0,44,89,75,40,10,49,public_transport
Census Tract 184.02,Baisley Park,61,45,59,42,80,31,0,85,public_transport
Census Tract 185.01,Sunnyside,89,3,130,153,84,104,69,316,public_transport
Census Tract 185.02,Sunnyside,87,65,90,133,77,215,73,563,public_transport
Census Tract 186,Baisley Park,0,23,171,34,63,48,5,43,public_transport
Census Tract 187,Sunnyside,81,24,68,199,231,206,23,215,public_transport
Census Tract 188,Baisley Park,55,28,26,44,80,19,27,54,public_transport
Census Tract 189,Sunnyside,69,38,127,212,52,83,113,286,public_transport
Census Tract 190,Baisley Park,27,14,121,54,103,20,51,71,public_transport
Census Tract 192,Baisley Park,51,12,76,55,0,21,10,140,public_transport
Census Tract 194,South Jamaica,7,39,56,84,113,61,68,73,public_transport
Census Tract 196,South Jamaica,79,73,170,132,96,228,33,94,public_transport
Census Tract 198,South Jamaica,40,50,128,158,111,44,57,164,public_transport
Census Tract 199.01,Sunnyside,0,17,22,0,0,0,5,15,public_transport
Census Tract 199.02,Sunnyside,0,0,0,0,0,7,0,0,public_transport
Census Tract 202,South Jamaica,37,0,44,49,14,30,2,84,public_transport
Census Tract 204,Jamaica,77,74,90,228,37,81,11,54,public_transport
Census Tract 205,Sunnyside,65,37,26,115,32,91,17,44,public_transport
Census Tract 206,Jamaica,68,29,84,106,83,6,14,16,public_transport
Census Tract 208,Jamaica,33,95,87,111,104,75,43,92,public_transport
Census Tract 212,Jamaica,122,70,107,124,105,91,49,276,public_transport
Census Tract 214,Briarwood/Jamaica Hills,73,57,377,131,360,104,57,310,public_transport
Census Tract 216.01,Kew Gardens,3,64,0,48,158,125,61,489,public_transport
Census Tract 216.02,Kew Gardens,26,0,0,101,55,10,42,9,public_transport
Census Tract 220.01,Briarwood/Jamaica Hills,120,38,206,180,164,279,386,372,public_transport
Census Tract 220.02,Briarwood/Jamaica Hills,56,26,91,162,326,364,58,738,public_transport
Census Tract 230,Briarwood/Jamaica Hills,56,6,60,70,61,56,0,90,public_transport
Census Tract 232,Briarwood/Jamaica Hills,114,20,113,317,114,169,117,173,public_transport
Census Tract 235.01,Sunnyside,137,56,131,190,178,231,47,156,public_transport
Census Tract 235.02,Sunnyside,47,0,92,524,168,123,13,99,public_transport
Census Tract 236,Briarwood/Jamaica Hills,81,48,192,171,17,96,46,99,public_transport
Census Tract 238,Jamaica,161,68,186,539,219,86,105,137,public_transport
Census Tract 240,Jamaica,193,208,465,212,525,226,37,212,public_transport
Census Tract 243,Elmhurst/Maspeth,89,203,80,244,84,233,109,130,public_transport
Census Tract 245,Woodside,23,89,152,208,290,213,107,260,public_transport
Census Tract 247,Woodside,59,30,92,78,87,73,6,70,public_transport
Census Tract 249,Woodside,47,55,361,281,132,154,171,275,public_transport
Census Tract 251,Woodside,150,102,232,314,321,380,104,610,public_transport
Census Tract 253.01,Sunnyside,88,45,159,230,234,257,165,337,public_transport
Census Tract 253.02,Sunnyside,74,62,242,186,161,132,98,154,public_transport
Census Tract 254.01,South Jamaica,36,26,109,131,90,32,0,132,public_transport
Census Tract 254.02,South Jamaica,147,20,200,101,172,99,0,116,public_transport
Census Tract 255,Woodside,18,11,29,8,74,100,9,103,public_transport
Census Tract 257,Woodside,39,12,84,26,91,93,32,117,public_transport
Census Tract 258,South Jamaica,73,8,78,67,44,52,43,96,public_transport
Census Tract 259,Woodside,25,69,107,268,219,190,123,150,public_transport
Census Tract 260,South Jamaica,158,21,94,111,160,58,112,80,public_transport
Census Tract 261,Woodside,124,250,595,567,581,311,72,374,public_transport
Census Tract 262,South Jamaica,22,27,61,49,43,29,20,18,public_transport
Census Tract 263,Woodside,128,54,104,237,337,128,324,367,public_transport
Census Tract 264,South Jamaica,47,39,59,56,49,92,55,33,public_transport
Census Tract 265.01,Elmhurst/Maspeth,46,36,11,362,85,73,25,69,public_transport
Census Tract 265.02,Elmhurst/Maspeth,11,23,45,118,84,39,0,81,public_transport
Census Tract 266,South Jamaica,0,33,32,1,32,15,7,14,public_transport
Census Tract 267,Elmhurst,225,138,642,461,415,111,94,98,public_transport
Census Tract 269.01,Elmhurst,78,181,383,383,298,260,33,110,public_transport
Census Tract 269.02,Elmhurst,136,67,209,350,226,60,65,291,public_transport
Census Tract 270,South Jamaica,25,24,22,52,109,25,73,73,public_transport
Census Tract 271.01,Elmhurst,27,32,217,645,280,92,183,219,public_transport
Census Tract 271.02,Elmhurst,51,164,124,466,341,26,78,66,public_transport
Census Tract 272,Baisley Park,90,40,119,133,181,32,82,48,public_transport
Census Tract 273.01,Jackson Heights,45,33,83,129,84,46,0,16,public_transport
Census Tract 273.02,Jackson Heights,314,95,256,337,295,190,61,207,public_transport
Census Tract 274,Baisley Park,14,67,6,111,60,42,10,0,public_transport
Census Tract 275,Jackson Heights,275,149,219,516,558,153,52,147,public_transport
Census Tract 276,Baisley Park,17,7,9,21,39,32,89,73,public_transport
Census Tract 277.01,Jackson Heights,89,190,95,123,182,57,0,138,public_transport
Census Tract 277.02,Jackson Heights,42,68,85,355,370,244,115,229,public_transport
Census Tract 278,Baisley Park,64,28,67,72,23,39,24,91,public_transport
Census Tract 279,Jackson Heights,202,53,261,523,313,189,47,300,public_transport
Census Tract 280,Saint Albans,18,0,26,39,31,0,0,38,public_transport
Census Tract 281,Jackson Heights,150,158,338,340,177,210,173,512,public_transport
Census Tract 282,Saint Albans,93,26,41,51,63,38,29,94,public_transport
Census Tract 283,Jackson Heights,33,143,152,250,362,402,138,750,public_transport
Census Tract 284,Baisley Park,63,26,81,103,160,142,38,108,public_transport
Census Tract 285,Jackson Heights,67,4,12,323,182,262,30,600,public_transport
Census Tract 287,Jackson Heights,121,135,145,110,180,303,75,594,public_transport
Census Tract 288.01,Baisley Park,28,19,58,100,128,38,33,101,public_transport
Census Tract 288.02,Baisley Park,59,11,73,65,93,17,50,17,public_transport
Census Tract 289,Jackson Heights,44,85,125,70,239,159,132,508,public_transport
Census Tract 291,Jackson Heights,40,25,133,596,421,143,5,314,public_transport
Census Tract 293,Woodside,5,7,55,78,38,15,11,37,public_transport
Census Tract 294,Springfield Gardens North,56,63,221,103,791,95,41,194,public_transport
Census Tract 295,Woodside,32,28,77,188,229,192,99,534,public_transport
Census Tract 297,Woodside,21,0,82,146,52,124,36,93,public_transport
Census Tract 306,Springfield Gardens South,72,93,114,99,147,101,0,87,public_transport
Census Tract 309.03,Jackson Heights,67,75,123,285,105,158,85,164,public_transport
Census Tract 309.04,Jackson Heights,55,50,39,31,97,92,13,75,public_transport
Census Tract 309.05,Jackson Heights,13,49,0,40,109,48,0,56,public_transport
Census Tract 309.06,Jackson Heights,139,71,73,55,241,96,80,41,public_transport
Census Tract 317,Steinway,27,54,90,33,129,153,86,330,public_transport
Census Tract 320,Springfield Gardens South,81,25,133,214,150,121,0,34,public_transport
Census Tract 327,Jackson Heights,70,122,153,92,89,83,14,43,public_transport
Census Tract 328,Laurelton,46,36,74,20,89,32,5,64,public_transport
Census Tract 329,Jackson Heights,82,23,81,191,58,44,11,139,public_transport
Census Tract 330,Springfield Gardens North,14,55,132,177,179,254,39,190,public_transport
Census Tract 334.01,Saint Albans,110,50,39,45,59,170,39,201,public_transport
Census Tract 334.03,Springfield Gardens North,77,0,89,813,181,123,79,67,public_transport
Census Tract 334.04,Springfield Gardens North,124,37,132,196,94,153,147,187,public_transport
Census Tract 334.05,Springfield Gardens North,38,35,24,76,6,68,114,151,public_transport
Census Tract 337,Jackson Heights,19,14,250,67,95,92,3,133,public_transport
Census Tract 339,Jackson Heights,57,9,66,25,0,54,20,139,public_transport
Census Tract 347,Jackson Heights,25,33,57,110,49,84,7,38,public_transport
Census Tract 351,Jackson Heights,66,63,60,133,136,54,60,270,public_transport
Census Tract 352,Saint Albans,15,18,9,40,134,81,7,76,public_transport
Census Tract 353,East Elmhurst,56,31,62,206,143,39,52,52,public_transport
Census Tract 357,East Elmhurst,26,117,97,124,42,161,29,51,public_transport
Census Tract 358,Laurelton,38,54,142,123,253,132,23,166,public_transport
Census Tract 361,East Elmhurst,54,23,158,83,120,64,8,48,public_transport
Census Tract 363,East Elmhurst,23,44,175,122,117,48,24,35,public_transport
Census Tract 365,East Elmhurst,78,48,78,235,208,37,28,20,public_transport
Census Tract 366,Saint Albans,20,14,63,48,132,14,75,116,public_transport
Census Tract 367,East Elmhurst,43,44,82,81,159,49,41,56,public_transport
Census Tract 368,Saint Albans,56,0,31,213,87,50,75,177,public_transport
Census Tract 371,East Elmhurst,23,12,45,17,13,9,20,19,public_transport
Census Tract 373,East Elmhurst,32,66,25,76,140,29,8,46,public_transport
Census Tract 375.01,North Corona,65,24,15,232,103,67,0,8,public_transport
Census Tract 375.02,North Corona,66,14,139,203,93,108,12,23,public_transport
Census Tract 376,Saint Albans,112,39,77,103,153,139,24,151,public_transport
