Geographic Area Name,Zone,"Earnings $1 to $9,999 or loss","Earnings $10,000 to $14,999","Earnings $15,000 to $24,999","Earnings $25,000 to $34,999","Earnings!!$35,000 to $49,999","Earnings $50,000 to $64,999","earnings $65,000 to $74,999","earnings $75,000 or more",Transportation_type
Census Tract 41,Little Italy/NoLiTa,0,49,19,9,0,0,0,15,carpooled
Census Tract 42,East Village,0,0,11,0,0,7,0,9,carpooled
Census Tract 43,Little Italy/NoLiTa,233,0,0,0,0,0,0,0,carpooled
Census Tract 45,Little Italy/NoLiTa,0,0,0,0,0,0,0,20,carpooled
Census Tract 47,SoHo,0,0,0,0,0,0,0,19,carpooled
Census Tract 48,Gramercy,0,0,0,0,8,0,0,19,carpooled
Census Tract 49,SoHo,0,0,0,16,0,0,0,21,carpooled
Census Tract 50,Gramercy,0,0,0,0,0,19,0,0,carpooled
Census Tract 55.02,Greenwich Village South,0,0,0,0,0,0,0,4,carpooled
Census Tract 57,Greenwich Village North,0,0,0,0,0,0,0,6,carpooled
Census Tract 58,Union Sq,0,0,0,0,19,15,0,0,carpooled
Census Tract 59,Greenwich Village North,12,0,0,0,0,0,0,0,carpooled
Census Tract 60,Kips Bay,0,0,0,0,0,0,0,7,carpooled
Census Tract 61,Greenwich Village North,0,0,0,0,0,0,18,14,carpooled
Census Tract 62,Greenpoint,0,0,0,61,0,0,0,0,carpooled
Census Tract 63,Greenwich Village North,4,8,15,0,0,0,0,35,carpooled
Census Tract 64,Gramercy,0,0,76,0,0,6,0,111,carpooled
Census Tract 65,Greenwich Village South,55,0,44,0,0,0,0,11,carpooled
Census Tract 66,Kips Bay,0,0,65,0,0,0,26,0,carpooled
Census Tract 67,West Village,0,0,0,0,0,0,0,30,carpooled
Census Tract 68,Gramercy,9,0,0,0,0,0,0,0,carpooled
Census Tract 69,Meatpacking/West Village West,0,6,0,0,8,0,0,14,carpooled
Census Tract 71,West Village,0,0,0,0,15,0,0,18,carpooled
Census Tract 76,Midtown South,0,0,0,0,0,0,0,43,carpooled
Census Tract 77,West Village,0,0,0,0,17,0,0,38,carpooled
Census Tract 78,Murray Hill,0,0,0,0,41,61,0,0,carpooled
Census Tract 79,Meatpacking/West Village West,0,57,0,0,0,0,0,15,carpooled
Census Tract 80,Murray Hill,0,0,0,0,0,0,20,34,carpooled
Census Tract 82,Murray Hill,0,0,0,0,0,0,0,38,carpooled
Census Tract 86.01,Long Island City/Hunters Point,0,0,0,0,0,0,7,7,carpooled
Census Tract 86.03,Roosevelt Island,0,0,0,0,0,0,0,23,carpooled
Census Tract 87,Flatiron,16,0,0,0,0,0,0,88,carpooled
Census Tract 89,East Chelsea,4,0,0,22,0,0,0,0,carpooled
Census Tract 90,UN/Turtle Bay South,0,0,0,19,0,74,0,66,carpooled
Census Tract 91,Flatiron,0,0,0,0,92,0,0,0,carpooled
Census Tract 92,Midtown East,0,0,0,1,0,0,0,0,carpooled
Census Tract 93,East Chelsea,35,0,38,0,0,0,0,0,carpooled
Census Tract 98,Sutton Place/Turtle Bay North,43,0,0,0,0,0,0,55,carpooled
Census Tract 99.01,West Chelsea/Hudson Yards,0,0,0,0,0,0,0,55,carpooled
Census Tract 99.02,West Chelsea/Hudson Yards,0,0,0,0,0,0,0,57,carpooled
Census Tract 100,Midtown East,0,0,0,0,0,0,0,23,carpooled
Census Tract 101,Penn Station/Madison Sq West,0,0,0,0,56,0,0,6,carpooled
Census Tract 102,Midtown Center,0,0,0,1,2,0,0,0,carpooled
Census Tract 106.01,Roosevelt Island,0,0,0,0,0,0,0,86,carpooled
Census Tract 106.02,Lenox Hill East,0,0,0,0,0,0,0,18,carpooled
Census Tract 108.01,Sutton Place/Turtle Bay North,0,0,0,0,15,0,0,0,carpooled
Census Tract 108.02,Sutton Place/Turtle Bay North,0,0,0,0,0,0,0,30,carpooled
Census Tract 108.03,Sutton Place/Turtle Bay North,0,0,0,0,0,0,0,86,carpooled
Census Tract 110,Lenox Hill West,0,0,0,0,0,0,0,24,carpooled
Census Tract 111,East Chelsea,12,10,0,0,0,17,0,0,carpooled
Census Tract 112.01,Midtown North,0,0,0,0,11,0,0,0,carpooled
Census Tract 112.02,Midtown North,0,0,0,0,0,0,0,12,carpooled
Census Tract 112.03,Midtown East,0,0,0,0,0,0,0,6,carpooled
Census Tract 114.01,Upper East Side South,0,0,0,0,0,0,0,24,carpooled
Census Tract 115,Clinton East,0,0,4,0,0,0,0,9,carpooled
Census Tract 116,Lenox Hill East,2,0,0,0,0,19,0,24,carpooled
Census Tract 117,West Chelsea/Hudson Yards,0,0,0,0,57,0,0,34,carpooled
Census Tract 118,Lenox Hill West,0,0,0,0,0,0,0,31,carpooled
Census Tract 120,Upper East Side South,0,0,13,0,0,0,0,0,carpooled
Census Tract 121.02,Clinton East,6,0,0,0,0,0,0,0,carpooled
Census Tract 122,Upper East Side South,0,0,0,0,0,0,0,61,carpooled
Census Tract 124,Lenox Hill East,0,0,0,0,0,0,0,133,carpooled
Census Tract 125,Times Sq/Theatre District,0,1,0,0,0,0,0,76,carpooled
Census Tract 126.01,Lenox Hill West,0,0,0,23,0,0,0,40,carpooled
Census Tract 127,Clinton East,0,0,0,0,0,0,0,29,carpooled
Census Tract 128,Upper East Side South,0,0,15,0,17,33,0,109,carpooled
Census Tract 130,Upper East Side South,0,19,19,0,0,0,0,92,carpooled
Census Tract 131,Times Sq/Theatre District,0,0,0,0,0,14,0,0,carpooled
Census Tract 132.01,Lenox Hill East,32,0,0,0,0,0,0,0,carpooled
Census Tract 132.02,Lenox Hill East,75,0,0,0,0,0,0,0,carpooled
Census Tract 133,Clinton East,0,0,0,0,0,0,10,0,carpooled
Census Tract 134,Lenox Hill West,0,0,0,0,0,48,0,107,carpooled
Census Tract 135.01,Clinton West,0,0,0,0,39,29,0,62,carpooled
Census Tract 136.01,Roosevelt Island,0,0,0,0,0,0,0,70,carpooled
Census Tract 136.02,Yorkville East,0,0,46,0,0,0,0,162,carpooled
Census Tract 137,Midtown North,0,8,0,0,0,0,0,0,carpooled
Census Tract 138,Yorkville West,0,0,0,0,0,41,0,0,carpooled
Census Tract 140,Upper East Side North,0,0,0,0,0,16,0,193,carpooled
Census Tract 142,Upper East Side North,0,0,0,0,0,0,0,38,carpooled
Census Tract 144.01,Yorkville East,0,0,0,0,0,10,0,22,carpooled
Census Tract 144.02,Yorkville East,98,0,0,16,0,0,12,29,carpooled
Census Tract 145,Lincoln Square East,21,0,0,0,0,0,0,26,carpooled
Census Tract 146.01,Yorkville West,0,0,4,0,0,25,0,40,carpooled
Census Tract 146.02,Yorkville West,0,0,27,0,0,0,0,0,carpooled
Census Tract 147,Lincoln Square West,0,0,0,0,25,16,0,19,carpooled
Census Tract 148.01,Upper East Side North,0,0,0,0,0,19,0,22,carpooled
Census Tract 148.02,Upper East Side North,0,0,0,0,0,18,19,0,carpooled
Census Tract 149,Lincoln Square East,0,0,0,60,0,0,0,33,carpooled
Census Tract 150.01,Upper East Side North,0,0,0,0,0,0,0,34,carpooled
Census Tract 150.02,Upper East Side North,0,0,0,0,0,0,0,89,carpooled
Census Tract 151.01,Lincoln Square West,36,0,0,0,41,0,0,0,carpooled
Census Tract 151.02,Lincoln Square West,0,0,0,0,0,0,0,91,carpooled
Census Tract 152,Old Astoria,0,0,51,0,0,0,0,115,carpooled
Census Tract 153.01,Lincoln Square East,0,0,0,0,0,0,0,44,carpooled
Census Tract 153.02,Lincoln Square East,0,0,56,0,0,0,0,156,carpooled
Census Tract 154.01,Yorkville West,0,0,51,0,0,0,0,0,carpooled
Census Tract 154.02,Yorkville West,0,0,0,0,0,0,0,32,carpooled
Census Tract 155.02,Lincoln Square West,0,0,0,0,0,29,0,0,carpooled
Census Tract 156.01,Yorkville West,0,0,0,0,43,0,0,68,carpooled
Census Tract 156.02,East Harlem South,0,6,0,0,0,0,0,0,carpooled
Census Tract 157,Lincoln Square East,0,0,0,0,0,0,0,104,carpooled
Census Tract 158.01,Upper East Side North,0,0,0,0,0,0,0,116,carpooled
Census Tract 159,Lincoln Square West,0,0,0,0,0,0,0,71,carpooled
Census Tract 160.01,Upper East Side North,0,0,0,0,0,0,0,47,carpooled
Census Tract 160.02,East Harlem South,10,0,0,0,0,0,0,7,carpooled
Census Tract 161,Upper West Side South,0,0,0,0,0,0,0,55,carpooled
Census Tract 162,Astoria Park,23,0,0,33,0,0,0,12,carpooled
Census Tract 163,Upper West Side South,0,21,0,0,23,0,0,61,carpooled
Census Tract 164,East Harlem South,33,0,0,13,0,0,0,0,carpooled
Census Tract 165,Upper West Side South,0,0,0,0,0,14,0,26,carpooled
Census Tract 166,East Harlem South,0,0,0,0,0,13,0,0,carpooled
Census Tract 167,Upper West Side South,0,0,0,0,0,0,0,24,carpooled
Census Tract 169,Upper West Side South,0,0,0,0,0,0,0,87,carpooled
Census Tract 170,East Harlem South,0,0,15,0,0,0,0,0,carpooled
Census Tract 171,Upper West Side South,0,0,0,0,0,0,0,50,carpooled
Census Tract 172,East Harlem South,0,0,0,0,36,0,0,0,carpooled
Census Tract 173,Upper West Side North,0,0,0,0,0,19,0,100,carpooled
Census Tract 174.02,East Harlem South,21,0,0,0,0,0,0,0,carpooled
Census Tract 175,Upper West Side North,0,0,0,24,0,0,0,55,carpooled
Census Tract 179,Upper West Side North,0,0,0,0,0,0,0,28,carpooled
Census Tract 180,East Harlem North,16,0,0,36,7,14,25,0,carpooled
Census Tract 181,Upper West Side North,0,0,0,0,0,0,0,113,carpooled
Census Tract 182,East Harlem North,0,0,25,0,15,0,0,14,carpooled
Census Tract 185,Manhattan Valley,0,26,0,0,0,0,0,30,carpooled
Census Tract 186,Central Harlem,27,0,49,0,0,0,0,29,carpooled
Census Tract 187,Manhattan Valley,0,0,0,0,81,0,0,0,carpooled
Census Tract 188,East Harlem North,0,0,0,0,88,0,50,0,carpooled
Census Tract 189,Manhattan Valley,0,0,138,0,0,66,0,27,carpooled
Census Tract 190,Central Harlem,0,0,0,0,14,0,16,9,carpooled
Census Tract 192,East Harlem North,0,0,0,8,0,5,0,0,carpooled
Census Tract 193,Bloomingdale,0,0,0,0,0,142,0,0,carpooled
Census Tract 194,East Harlem North,0,0,0,0,0,0,0,66,carpooled
Census Tract 195,Bloomingdale,0,3,0,0,20,0,16,71,carpooled
Census Tract 196,East Harlem North,0,0,0,20,0,0,0,0,carpooled
Census Tract 197.02,Central Harlem,8,0,0,0,0,0,0,25,carpooled
Census Tract 198,East Harlem North,0,0,0,0,0,0,0,10,carpooled
Census Tract 200,Central Harlem,0,0,0,0,0,6,0,11,carpooled
Census Tract 201.01,Morningside Heights,0,0,0,0,0,0,0,8,carpooled
Census Tract 201.02,Central Harlem,0,22,0,0,0,34,32,14,carpooled
Census Tract 203,Morningside Heights,0,5,0,0,0,0,0,0,carpooled
Census Tract 205,Morningside Heights,1,0,0,0,0,0,7,31,carpooled
Census Tract 208,Central Harlem North,0,0,0,0,0,0,0,56,carpooled
Census Tract 210,East Harlem North,0,0,0,46,0,0,0,0,carpooled
Census Tract 211,Morningside Heights,0,0,0,0,0,0,0,42,carpooled
Census Tract 212,Central Harlem North,0,0,7,14,0,0,0,12,carpooled
Census Tract 214,Central Harlem North,0,0,0,0,30,0,0,0,carpooled
Census Tract 215,Central Harlem North,0,0,7,0,0,0,0,0,carpooled
Census Tract 216,Central Harlem,0,0,0,0,0,0,0,53,carpooled
Census Tract 220,Central Harlem,0,0,0,0,0,28,0,0,carpooled
Census Tract 221.02,Central Harlem North,0,0,0,0,0,0,0,39,carpooled
Census Tract 222,Central Harlem,4,0,0,0,0,23,0,46,carpooled
Census Tract 223.01,Manhattanville,0,0,31,118,0,0,0,0,carpooled
Census Tract 225,Hamilton Heights,0,0,0,0,16,0,0,27,carpooled
Census Tract 226,Central Harlem North,0,0,0,17,0,8,0,0,carpooled
Census Tract 228,Central Harlem North,5,0,0,0,0,0,44,63,carpooled
Census Tract 229,Hamilton Heights,0,0,73,0,50,29,0,0,carpooled
Census Tract 230,Central Harlem North,0,0,0,13,0,0,0,0,carpooled
Census Tract 231,Hamilton Heights,13,0,19,0,0,0,0,14,carpooled
Census Tract 232,Central Harlem North,0,0,0,0,0,32,0,0,carpooled
Census Tract 235.01,Hamilton Heights,0,40,0,0,27,0,0,0,carpooled
Census Tract 237,Hamilton Heights,0,0,55,0,0,0,0,0,carpooled
Census Tract 238.02,Queensbridge/Ravenswood,0,15,0,4,0,0,0,136,carpooled
Census Tract 238.04,Long Island City/Hunters Point,0,0,0,0,0,0,0,7,carpooled
Census Tract 239,Washington Heights South,0,28,0,0,0,0,0,0,carpooled
Census Tract 240,Astoria Park,0,0,5,0,0,0,0,0,carpooled
Census Tract 241,Washington Heights South,0,18,0,0,0,59,24,34,carpooled
Census Tract 242,East Harlem North,0,0,0,0,29,0,0,0,carpooled
Census Tract 243.01,Washington Heights South,32,0,0,0,0,0,0,0,carpooled
Census Tract 243.02,Central Harlem North,51,39,2,0,32,14,0,0,carpooled
Census Tract 245,Washington Heights South,0,0,48,0,62,0,0,0,carpooled
Census Tract 247,Washington Heights South,0,0,0,27,0,0,0,0,carpooled
Census Tract 249,Washington Heights South,0,0,29,1,5,0,0,0,carpooled
Census Tract 253,Washington Heights South,13,0,14,433,0,0,0,0,carpooled
Census Tract 259,Central Harlem North,0,0,0,0,25,19,0,4,carpooled
Census Tract 261,Washington Heights South,0,27,20,129,15,47,0,63,carpooled
Census Tract 263,Washington Heights South,0,0,137,106,7,0,0,0,carpooled
Census Tract 265,Washington Heights South,16,0,0,0,0,0,14,29,carpooled
Census Tract 267,Washington Heights North,0,0,0,0,18,24,0,0,carpooled
Census Tract 269,Washington Heights North,79,0,43,105,0,0,0,50,carpooled
Census Tract 271,Washington Heights North,0,0,115,89,42,0,0,0,carpooled
Census Tract 273,Washington Heights North,0,0,0,83,12,14,0,60,carpooled
Census Tract 275,Washington Heights North,0,0,0,0,0,0,0,333,carpooled
Census Tract 277,Washington Heights North,0,33,0,25,0,0,0,0,carpooled
Census Tract 279,Washington Heights North,18,50,60,11,64,0,0,0,carpooled
Census Tract 281,Washington Heights North,0,0,0,0,0,0,8,33,carpooled
Census Tract 283,Washington Heights North,54,0,0,3,0,0,0,0,carpooled
Census Tract 285,Washington Heights North,28,35,15,0,34,0,0,0,carpooled
Census Tract 287,Washington Heights North,0,0,33,9,23,0,0,0,carpooled
Census Tract 291,Inwood,0,48,13,0,51,63,0,0,carpooled
Census Tract 293,Inwood,32,0,109,0,53,0,0,31,carpooled
Census Tract 295,Inwood,0,0,0,0,0,32,119,46,carpooled
Census Tract 299,Inwood,0,10,28,14,0,14,0,10,carpooled
Census Tract 303,Inwood,0,0,94,0,20,0,0,11,carpooled
Census Tract 307,Inwood,0,0,10,0,10,35,0,79,carpooled
Census Tract 309,Marble Hill,25,0,12,0,23,48,0,0,carpooled
Census Tract 317.03,Battery Park City,0,0,0,0,0,0,0,43,carpooled
Census Tract 317.04,Battery Park City,0,0,0,0,0,0,0,25,carpooled
Census Tract 2,Woodhaven,17,4,9,18,0,0,0,0,carpooled
Census Tract 4,Woodhaven,0,0,26,7,32,0,0,0,carpooled
Census Tract 6,Woodhaven,17,14,0,11,0,0,29,31,carpooled
Census Tract 7.01,Long Island City/Hunters Point,0,0,0,0,0,0,0,12,carpooled
Census Tract 7.02,Long Island City/Hunters Point,36,0,0,0,0,0,0,0,carpooled
Census Tract 8,Woodhaven,0,8,6,0,15,0,0,58,carpooled
Census Tract 10,Woodhaven,19,0,8,67,0,4,10,5,carpooled
Census Tract 12,Woodhaven,16,12,57,7,13,0,0,46,carpooled
Census Tract 14,Woodhaven,0,0,0,8,11,0,54,7,carpooled
Census Tract 16,Woodhaven,6,0,0,0,6,6,4,0,carpooled
Census Tract 18,Woodhaven,0,63,35,2,4,0,0,11,carpooled
Census Tract 19.02,Long Island City/Hunters Point,1,0,0,0,0,0,0,0,carpooled
Census Tract 20,Woodhaven,2,0,5,22,0,0,0,7,carpooled
Census Tract 22,Woodhaven,0,0,17,0,8,21,0,0,carpooled
Census Tract 24,Richmond Hill,0,12,4,33,0,33,0,0,carpooled
Census Tract 25,Queensbridge/Ravenswood,29,0,12,209,0,16,0,0,carpooled
Census Tract 26,Richmond Hill,26,0,0,0,16,42,0,13,carpooled
Census Tract 28,Richmond Hill,24,0,29,13,35,30,9,12,carpooled
Census Tract 30,Woodhaven,9,69,0,7,9,0,0,0,carpooled
Census Tract 31,Long Island City/Queens Plaza,0,0,0,0,0,0,0,7,carpooled
Census Tract 32,Woodhaven,0,0,0,0,5,5,0,5,carpooled
Census Tract 33.01,Long Island City/Queens Plaza,0,0,0,0,0,14,0,0,carpooled
Census Tract 33.02,Long Island City/Queens Plaza,0,0,0,8,2,0,0,0,carpooled
Census Tract 34,Woodhaven,0,0,0,1,24,16,0,12,carpooled
Census Tract 36,Woodhaven,17,0,23,0,19,32,22,36,carpooled
Census Tract 38,Woodhaven,0,0,31,27,56,0,0,71,carpooled
Census Tract 40.01,Woodhaven,13,41,4,0,16,6,16,23,carpooled
Census Tract 42,Woodhaven,0,0,9,0,0,14,0,79,carpooled
Census Tract 44.01,Ozone Park,0,8,0,4,5,8,0,16,carpooled
Census Tract 45,Astoria,30,0,0,9,0,3,20,37,carpooled
Census Tract 47,Astoria,0,0,0,0,0,0,0,12,carpooled
Census Tract 51,Long Island City/Queens Plaza,0,0,38,10,0,0,0,0,carpooled
Census Tract 52,Woodhaven,0,0,0,0,27,0,0,0,carpooled
Census Tract 54,Ozone Park,41,0,32,48,39,36,0,13,carpooled
Census Tract 55,Long Island City/Queens Plaza,0,0,0,0,8,0,0,0,carpooled
Census Tract 57,Astoria,0,0,0,11,40,28,0,8,carpooled
Census Tract 58,Ozone Park,28,10,33,23,43,0,70,25,carpooled
Census Tract 59,Astoria,0,6,0,12,0,0,0,33,carpooled
Census Tract 61,Astoria,0,0,19,0,0,0,0,0,carpooled
Census Tract 62.01,Howard Beach,0,0,17,0,0,56,0,71,carpooled
Census Tract 62.02,Howard Beach,17,0,16,93,0,0,7,37,carpooled
Census Tract 63,Astoria,0,0,13,52,48,0,0,0,carpooled
Census Tract 65.01,Astoria,0,0,0,0,10,107,0,0,carpooled
Census Tract 65.02,Astoria,0,0,0,5,0,0,11,0,carpooled
Census Tract 69,Old Astoria,0,0,0,0,0,0,0,2,carpooled
Census Tract 71,Old Astoria,0,0,0,18,11,28,12,41,carpooled
Census Tract 73,Old Astoria,0,0,0,0,0,0,0,10,carpooled
Census Tract 75,Astoria,0,0,0,0,0,18,0,32,carpooled
Census Tract 77,Astoria,1,6,2,0,0,0,0,0,carpooled
Census Tract 81,Old Astoria,8,0,0,0,0,2,0,17,carpooled
Census Tract 83,Old Astoria,0,0,9,27,0,11,0,9,carpooled
Census Tract 85,Queensbridge/Ravenswood,0,0,0,0,0,0,0,4,carpooled
Census Tract 86,Ozone Park,0,0,0,0,9,0,0,12,carpooled
Census Tract 87,Old Astoria,0,0,0,0,6,0,0,0,carpooled
Census Tract 88,Ozone Park,0,0,0,15,15,0,0,22,carpooled
Census Tract 91,Old Astoria,0,0,0,0,5,0,0,0,carpooled
Census Tract 94,South Ozone Park,10,5,28,61,0,0,0,14,carpooled
Census Tract 95,Steinway,0,0,0,0,0,0,5,0,carpooled
Census Tract 96,South Ozone Park,0,0,8,0,28,0,0,0,carpooled
Census Tract 97,Steinway,8,0,0,0,26,11,0,48,carpooled
Census Tract 98,South Ozone Park,35,0,20,98,48,136,0,15,carpooled
Census Tract 100,South Ozone Park,10,25,38,8,60,0,0,0,carpooled
Census Tract 101,Steinway,8,0,0,0,44,48,0,4,carpooled
Census Tract 102,South Ozone Park,0,1,0,6,8,5,12,7,carpooled
Census Tract 103,Steinway,39,0,0,0,28,12,32,3,carpooled
Census Tract 104,South Ozone Park,15,0,0,69,7,66,0,24,carpooled
Census Tract 105,Steinway,10,19,3,11,28,0,0,57,carpooled
Census Tract 106,South Ozone Park,23,6,6,17,37,11,12,0,carpooled
Census Tract 108,Richmond Hill,9,18,23,9,35,0,11,24,carpooled
Census Tract 110,Richmond Hill,0,0,0,0,11,48,14,45,carpooled
Census Tract 111,Steinway,0,0,0,0,25,22,0,0,carpooled
Census Tract 112,Richmond Hill,18,0,0,0,11,15,19,8,carpooled
Census Tract 113,Steinway,0,0,9,8,22,0,0,0,carpooled
Census Tract 114,Richmond Hill,0,0,3,0,0,10,0,0,carpooled
Census Tract 115,Steinway,0,0,0,34,0,0,0,0,carpooled
Census Tract 116,Richmond Hill,0,8,15,0,17,22,5,0,carpooled
Census Tract 117,Steinway,31,0,0,0,0,0,6,0,carpooled
Census Tract 118,Richmond Hill,0,29,25,8,24,38,0,20,carpooled
Census Tract 119,Steinway,0,0,0,0,0,9,0,0,carpooled
Census Tract 120,Richmond Hill,5,0,0,0,50,29,0,12,carpooled
Census Tract 121,Steinway,5,0,0,0,0,5,5,33,carpooled
Census Tract 122,Richmond Hill,40,25,0,0,0,25,5,0,carpooled
Census Tract 123.01,Steinway,0,0,0,0,0,0,0,26,carpooled
Census Tract 124,Richmond Hill,6,15,0,7,62,7,0,6,carpooled
Census Tract 125,Steinway,0,15,0,0,0,0,0,6,carpooled
Census Tract 126.01,Richmond Hill,0,0,0,0,0,27,0,46,carpooled
Census Tract 126.02,Richmond Hill,0,0,0,0,0,7,0,65,carpooled
Census Tract 128,Richmond Hill,0,0,6,16,7,6,20,9,carpooled
Census Tract 130,Richmond Hill,0,1,9,0,0,15,0,0,carpooled
Census Tract 132,Richmond Hill,0,0,24,0,0,0,0,6,carpooled
Census Tract 134,Kew Gardens,40,0,0,0,0,61,0,79,carpooled
Census Tract 136,Kew Gardens,0,0,0,0,8,1,0,38,carpooled
Census Tract 137,Steinway,0,0,0,11,4,17,43,0,carpooled
Census Tract 138,Kew Gardens,0,0,18,21,0,0,7,6,carpooled
Census Tract 140,Kew Gardens,10,6,0,43,6,10,0,25,carpooled
Census Tract 141,Astoria,0,5,6,0,2,0,0,0,carpooled
Census Tract 142.01,Richmond Hill,13,0,14,24,6,12,0,43,carpooled
Census Tract 142.02,Richmond Hill,0,19,0,19,5,0,0,0,carpooled
Census Tract 143,Astoria,0,0,0,33,17,39,0,35,carpooled
Census Tract 144,Richmond Hill,0,0,0,0,0,0,0,14,carpooled
Census Tract 145,Astoria,5,0,19,8,5,6,26,16,carpooled
Census Tract 147,Astoria,0,7,0,24,0,0,19,62,carpooled
Census Tract 148,Richmond Hill,3,0,7,0,73,0,14,0,carpooled
Census Tract 149,Astoria,18,0,0,0,0,0,0,0,carpooled
Census Tract 150,Richmond Hill,27,0,0,14,5,8,0,12,carpooled
Census Tract 151,Astoria,0,0,10,0,0,9,0,0,carpooled
Census Tract 152,Richmond Hill,0,15,0,15,0,30,0,0,carpooled
Census Tract 153,Astoria,0,0,0,8,0,0,0,12,carpooled
Census Tract 154,Richmond Hill,10,0,13,20,20,13,10,45,carpooled
Census Tract 155,Astoria,0,8,12,5,10,5,13,7,carpooled
Census Tract 156,Richmond Hill,9,39,33,15,19,24,21,43,carpooled
Census Tract 157,Astoria,0,0,0,0,0,3,0,0,carpooled
Census Tract 158.01,South Ozone Park,2,0,0,26,13,0,0,0,carpooled
Census Tract 158.02,South Ozone Park,1,13,9,47,17,0,6,73,carpooled
Census Tract 159,Astoria,0,30,0,9,0,0,0,0,carpooled
Census Tract 161,Astoria,0,0,8,0,15,0,0,9,carpooled
Census Tract 164,South Ozone Park,9,0,40,0,24,8,38,0,carpooled
Census Tract 166,South Ozone Park,0,41,0,12,0,0,0,21,carpooled
Census Tract 168,South Ozone Park,0,5,5,0,40,0,7,15,carpooled
Census Tract 169,Sunnyside,32,0,0,0,0,0,0,0,carpooled
Census Tract 170,South Ozone Park,7,23,5,10,9,5,0,19,carpooled
Census Tract 172,South Ozone Park,0,6,0,15,4,0,9,0,carpooled
Census Tract 174,South Ozone Park,9,0,0,13,8,0,0,0,carpooled
Census Tract 176,South Ozone Park,6,0,0,0,5,0,0,5,carpooled
Census Tract 178,South Ozone Park,20,5,79,0,8,8,6,5,carpooled
Census Tract 179.01,Sunnyside,0,0,0,17,0,0,0,7,carpooled
Census Tract 180,South Ozone Park,0,0,0,0,17,8,10,0,carpooled
Census Tract 181.01,Sunnyside,15,0,0,0,0,0,0,10,carpooled
Census Tract 181.02,Sunnyside,0,0,0,0,24,0,0,10,carpooled
Census Tract 182,Baisley Park,0,0,13,0,0,0,0,0,carpooled
Census Tract 183,Sunnyside,0,32,38,18,0,0,16,11,carpooled
Census Tract 184.01,Baisley Park,26,0,9,0,25,10,7,3,carpooled
Census Tract 184.02,Baisley Park,7,0,7,12,0,0,0,16,carpooled
Census Tract 185.01,Sunnyside,0,18,0,0,47,0,25,12,carpooled
Census Tract 185.02,Sunnyside,0,0,0,73,6,6,0,0,carpooled
Census Tract 186,Baisley Park,0,0,0,85,12,27,0,0,carpooled
Census Tract 187,Sunnyside,0,5,0,0,0,43,0,15,carpooled
Census Tract 188,Baisley Park,0,0,0,21,20,0,0,0,carpooled
Census Tract 189,Sunnyside,0,0,9,46,0,0,21,0,carpooled
Census Tract 190,Baisley Park,6,14,0,9,23,23,0,16,carpooled
Census Tract 192,Baisley Park,0,0,0,8,7,0,0,0,carpooled
Census Tract 194,South Jamaica,17,0,19,35,55,22,0,14,carpooled
Census Tract 196,South Jamaica,11,4,5,10,17,0,21,11,carpooled
Census Tract 198,South Jamaica,20,0,16,0,9,3,0,0,carpooled
Census Tract 199.01,Sunnyside,0,0,0,0,0,0,0,4,carpooled
Census Tract 202,South Jamaica,16,0,0,0,22,1,0,0,carpooled
Census Tract 204,Jamaica,10,0,9,0,19,20,0,6,carpooled
Census Tract 205,Sunnyside,0,0,0,11,12,41,4,0,carpooled
Census Tract 206,Jamaica,0,13,4,47,49,33,19,0,carpooled
Census Tract 208,Jamaica,9,14,6,18,12,8,24,5,carpooled
Census Tract 212,Jamaica,0,0,19,0,17,0,68,0,carpooled
Census Tract 216.01,Kew Gardens,0,0,0,0,0,0,0,42,carpooled
Census Tract 216.02,Kew Gardens,0,0,0,21,0,0,0,0,carpooled
Census Tract 220.02,Briarwood/Jamaica Hills,0,0,32,0,0,50,0,37,carpooled
Census Tract 230,Briarwood/Jamaica Hills,0,0,5,0,41,5,53,0,carpooled
Census Tract 232,Briarwood/Jamaica Hills,0,0,14,8,9,0,0,0,carpooled
Census Tract 235.01,Sunnyside,0,0,0,0,46,0,0,0,carpooled
Census Tract 235.02,Sunnyside,8,0,9,0,0,0,0,0,carpooled
Census Tract 236,Briarwood/Jamaica Hills,10,0,0,0,0,5,0,8,carpooled
Census Tract 238,Jamaica,0,0,0,0,51,0,0,0,carpooled
Census Tract 240,Jamaica,0,0,49,0,0,34,0,32,carpooled
Census Tract 243,Elmhurst/Maspeth,0,0,28,19,34,25,23,51,carpooled
Census Tract 245,Woodside,5,0,28,0,83,6,20,31,carpooled
Census Tract 247,Woodside,12,0,5,26,0,0,0,0,carpooled
Census Tract 249,Woodside,0,0,0,130,42,0,13,0,carpooled
Census Tract 251,Woodside,0,0,16,64,38,0,0,51,carpooled
Census Tract 253.01,Sunnyside,13,0,0,3,7,0,0,0,carpooled
Census Tract 253.02,Sunnyside,0,0,0,0,22,80,10,27,carpooled
Census Tract 254.01,South Jamaica,18,0,159,0,12,0,0,0,carpooled
Census Tract 254.02,South Jamaica,0,0,0,21,111,20,41,42,carpooled
Census Tract 255,Woodside,18,15,0,0,3,0,0,18,carpooled
Census Tract 257,Woodside,0,0,15,5,14,29,0,9,carpooled
Census Tract 258,South Jamaica,0,0,0,11,6,8,0,17,carpooled
Census Tract 259,Woodside,8,0,26,26,0,0,0,19,carpooled
Census Tract 260,South Jamaica,0,0,0,16,23,14,0,17,carpooled
